id,symbol,name,current_price,market_cap,total_volume,high_24h,low_24h,price_change_percentage_24h
rebel-bots,rbls,Rebel Bots,0.00022102,62997.0,60.88,0.00037025,0.00012007,-7.91717
bridged-dai-stablecoin-hashport,dai[hts],Bridged Dai Stablecoin (Hashport),0.966898,62978.0,188.05,1.005,0.962977,-2.15847
shibussy,shibussy,Shibussy,1.4e-06,62924.0,445.34,1.54e-06,1.4e-06,-9.13557
npc,npc,NPC,6.262e-05,62914.0,3076.27,8.565e-05,6.262e-05,-25.86787
tsutsuji-doge-s-sister,tsuji,Tsutsuji Doge's Sister,6.68e-05,62855.0,5.69,6.807e-05,6.561e-05,-1.86149
duk-on-sol,duk,duk,6.285e-05,62853.0,412.83,6.601e-05,6.246e-05,-2.06356
orion-money,orion,Orion Money,0.00066151,62832.0,17140.34,0.00069016,0.00065137,0.3742
unix,unix,UniX,0.00025652,62825.0,21.51,0.00026184,0.00025456,-1.12586
stakeborg-dao,standard,Construct,0.00601933,62813.0,1.87,,,
kira-3,kira,KIRA,6.275e-05,62775.0,663.3,6.932e-05,6.279e-05,-9.07854
i-like-it-stable-dao,ilis,I Like It Stable DAO,0.00331227,62769.0,81.31,0.00348592,0.00330066,-4.98145
actual,actual,ACTUAL,6.275e-05,62746.0,29.81,,,
wrapped-inter-milan-kayen,winter,Wrapped Inter Milan (Kayen),0.457133,62722.0,1146.92,0.467696,0.450715,-1.28395
philosoraptor-2,raptor,Philosoraptor,6.277e-05,62690.0,437.78,6.7e-05,6.253e-05,-6.01273
socialcrab,scrb,SocialCrab,6.224e-05,62610.0,2052.16,7.453e-05,6.219e-05,-13.67834
brot,brot,BROT,6.215e-05,62547.0,83.27,6.632e-05,6.223e-05,-5.66613
benjamin,benji,BENJAMIN,0.00013357,62530.0,1.21,0.00013448,0.00013355,-0.67549
schnitzel,sntzl,SCHNITZEL,0.00010346,62365.0,364.59,0.00010907,9.823e-05,0.60299
resistance-girl,regi,Resistance Girl,0.00062334,62334.0,286.73,0.00065382,0.00062263,-2.28844
xvgopt,xvgopt,XVGOPT,6.23e-06,62291.0,25.05,,,
gemxbt,gemxbt,gemxbt,6.547e-05,62230.0,840.6,7.341e-05,6.522e-05,-10.71289
luckysleprecoin,luckyslp,LuckysLeprecoin,1.02669e-07,62082.0,10726.17,1.02693e-07,1.02625e-07,0.03672
unibros,unibros,UNIBROS,0.00012399,62045.0,3.33,0.00013555,0.00012013,-8.53299
operon-origins,oro,Operon Origins,0.00782869,62042.0,278806.0,0.00882122,0.00653463,19.80318
xrp-god-candle,xgc,XRP GOD CANDLE,0.00010529,62013.0,85.35,,,
dooggiecoin,doog,DooggieCoin,6.20005e-07,62001.0,23.81,6.54259e-07,6.15074e-07,-3.16918
banmao,banmao,Banmao,6.168e-05,61987.0,5453.34,6.629e-05,5.573e-05,5.68172
boshi,boshi,Boshi,6.29e-05,61961.0,76.61,6.619e-05,6.216e-05,-4.86344
stickman-2,stickman,stickman,6.21e-05,61939.0,2328.3,6.971e-05,5.982e-05,-10.72275
project-nostradamus,$amen,Project Nostradamus,0.00294519,61849.0,201.33,0.00309248,0.00293888,-4.70296
project-aeon,aeon,Project AEON,6.382e-05,61833.0,46627.0,6.841e-05,6.192e-05,-4.31665
beraxbt,bixbt,BeraXBT,6.177e-05,61772.0,8.25,6.481e-05,5.958e-05,-3.01189
esporte-clube-bahia-fan-token,bahia,Esporte Clube Bahia Fan Token,0.06169,61747.0,15.52,0.064343,0.061677,-3.86044
yield-gata,ygata,Yield GATA,0.00426698,61744.0,923.05,0.00469004,0.00412296,-7.53654
bonk-2-0-sol,bonk2.0,Bonk 2.0 (Sol),8.31428e-10,61708.0,120.48,8.9231e-10,8.3541e-10,-5.72175
slingshot-2,sling,Slingshot,0.00033951,61702.0,8632.84,0.00033983,0.00033515,0.71143
tanuki,tanuki,Tanuki,6.172e-05,61702.0,940.12,6.71e-05,6.058e-05,-7.89743
dex-game,dxgm,DexGame,6.431e-05,61701.0,19491.52,6.881e-05,6.407e-05,-2.80487
clanktardio,clanktardio,CLANKTARDIO,6.1627e-07,61627.0,9.24,6.1627e-07,6.1627e-07,0.0
defiant-2,defiant,Defiant,6.155e-05,61541.0,76.28,6.538e-05,6.121e-05,-5.17583
cat-emoji-on-solana,🐈,Cat Emoji,6.154e-05,61536.0,1.4,6.511e-05,6.158e-05,-5.16939
solarbeam,solar,Solarbeam,0.00162855,61503.0,4.38,0.00168378,0.00162232,-2.83168
jade-currency,jade,Jade Currency,0.00104899,61442.0,227.07,0.00108574,0.00102073,-1.72768
kobushi,kobushi,Kobushi,1.47416e-07,61441.0,44382.0,1.7129e-07,1.4478e-07,-10.79486
pochita,pochita,Pochita v2,6.136e-05,61361.0,77493.0,0.00027299,6.136e-05,-6.06401
staring-robot,sonny,staring robot,6.135e-05,61336.0,489.18,6.648e-05,6.116e-05,-7.28242
trashy-by-matt-furie,trashy,Trashy By Matt Furie,6.131e-05,61308.0,4541.07,6.416e-05,5.384e-05,-4.44385
sunned,sunned,SUNNED,6.13e-05,61299.0,22.46,,,
dogecast-2,dogecast,dogecast,6.128e-05,61285.0,105.41,6.542e-05,6.131e-05,-5.87356
kabosu-kabosucoin-erc,kabosu,Kabosu,1.45633e-07,61266.0,368.07,1.53763e-07,1.45142e-07,-4.23584
dragon-sun,drgn,Dragon Sun,6.126e-05,61262.0,12.47,,,
triceps,trix,Triceps,6.13439e-07,61253.0,151.03,6.54085e-07,6.12531e-07,-2.87438
flame-4,flame,FLAME,0.061866,61245.0,259.45,0.065857,0.062013,-5.21914
silverstonks,sstx,Silver Stonks,8.1916e-08,61238.0,1.86,8.3034e-08,8.1795e-08,-1.13838
boomer-2,boomer,Boomer,6.122e-05,61216.0,1170.18,6.26e-05,5.946e-05,1.07779
gronke,gronke,GRONKE,8.9e-05,61196.0,284.35,9.414e-05,8.876e-05,-4.47877
moonpup,mpup,MoonPup,6.115e-05,61168.0,1816.17,7.154e-05,6.118e-05,-14.28294
verified-usd-foundation-usdv,usdv,Verified USD,0.100936,61124.0,1.8,,,
kiri,kiri,KIRI,6.107e-05,61076.0,54.75,6.489e-05,6.111e-05,-5.1685
monkey-taken-by-police,jorgie,Monkey Taken By Police,6.109e-05,61032.0,4.08,6.349e-05,5.973e-05,-2.64916
tuff,tuff,Tuff,6.101e-05,61012.0,307.42,6.837e-05,6.071e-05,-9.97062
memusic,mmt,MeMusic,0.00017305,61002.0,13351.99,0.00017955,0.00017155,-3.57879
shitcoin-on-ton,shit,Shitcoin on TON,0.00084372,61001.0,8.14,0.00087231,0.00083455,-2.90849
flaze-coin,flaze,Flaze Coin,0.00316482,60972.0,43.54,0.00332696,0.00312409,-4.26579
poors,poors,poors,6.112e-05,60944.0,276.29,6.284e-05,5.875e-05,0.12011
bhnetwork,bhat,BHNetwork,0.00054109,60931.0,10.84,0.00055527,0.00052467,-2.43453
bhnetwork,bhat,BHNetwork,0.00054109,60931.0,10.84,0.00055527,0.00052467,-2.43453
blckmrkt,$mrkt,BLCKMRKT,6.10662e-07,60925.0,84.69,6.44087e-07,6.08945e-07,-4.86264
fire-stokefire,fire,Fire,0.00621552,60918.0,16.64,0.00642036,0.0060755,-3.07489
arcade-protocol,arcd,Arcade,0.00238469,60865.0,5.37,,,
speak-ventures,speak,Speak Ventures,6.081e-05,60832.0,206.71,6.602e-05,6.076e-05,-7.28799
neuracat-2,ncat,Neuracat,6.082e-05,60813.0,3.3,6.468e-05,6.089e-05,-5.80033
pochita-on-ethereum,pochita,Pochita on Ethereum,1.4451e-07,60794.0,4.13,1.50044e-07,1.42328e-07,-3.68815
doginhood,dogin,Department of Government Inefficiency,6.075e-05,60753.0,1.61,,,
department-of-propaganda-everywhere,dope,Department Of Propaganda Everywhere,1.47445e-07,60712.0,2108.85,1.61258e-07,1.46752e-07,-3.79768
kotaro,kotaro,Kotaro,6.072e-05,60704.0,635.55,6.966e-05,6.075e-05,-12.54705
haedal-staked-wal,hawal,Haedal Staked WAL,0.3793,60688.0,182739.0,0.385378,0.348948,2.4584
trady,trady,TRADY,6.15e-05,60687.0,1.93,,,
polkarare,prare,Polkarare,0.00118794,60607.0,19243.94,0.00142005,0.00115496,-16.34515
aurascope,aura,Aurascope,6.057e-05,60572.0,7843.6,6.395e-05,6.051e-05,-5.21879
eigencode,code,EIGENCODE,6.054e-05,60535.0,515.12,6.337e-05,5.963e-05,0.06364
racex,racex,RaceX,8.145e-05,60479.0,1.68,9.134e-05,8.145e-05,-10.82762
silent-pass,sp,Silent Pass,6.677e-05,60472.0,420.21,6.889e-05,6.613e-05,0.23288
little-pepe-2,lilpepe,Little Pepe,6.044e-05,60424.0,2870.56,6.169e-05,5.263e-05,13.234
moth-3,moth,Moth,6.05e-05,60423.0,2157.19,7.514e-05,6.042e-05,-19.46075
just-cuz,cuz,Just Cuz,6.031e-05,60343.0,4.25,6.233e-05,6.034e-05,-2.27574
legend,legend,LEGEND,6.027e-05,60264.0,23.14,6.408e-05,6.03e-05,-4.23211
blox-2,blox,BLOX,0.00074643,60237.0,77.21,0.00075582,0.00071956,-1.17134
nodelyai,$node,NodelyAI,8.112e-05,60215.0,4.97,,,
frog-x-toad-6900,fxt,Frog X Toad 6900,8.72704e-07,60196.0,505.56,8.81335e-07,8.34043e-07,-0.86545
ringfence,ring,Ringfence,0.00118281,60190.0,51806.0,0.0016629,0.00112743,-26.79644
science-cult-mascot,hela,Science Cult Mascot,6.021e-05,60168.0,453.58,6.346e-05,5.975e-05,-3.94302
we-will-huddle,huddle,We Will Huddle,6.069e-05,60146.0,101.65,6.256e-05,5.951e-05,-2.79366
cyphomancer,42,Cyphomancer,6.469e-05,60097.0,2.13,6.734e-05,6.379e-05,-3.28862
aigov,olivia,AIGOV,6.459e-05,60017.0,964.22,7.343e-05,6.434e-05,-10.43004
iluminary-token,ilmt,iLuminary Token,0.00376108,60014.0,73.97,0.00376135,0.00365375,0.87838
benis,benis,BENIS,6e-06,59978.0,569.93,6.82e-06,6.02e-06,-12.07606
kylacoin,kcn,Kylacoin,8.01,59934.0,36.94,12.0,8.0,0.16285
thesirion-2,tso,Thesirion,0.00021834,59928.0,1.95,0.00022624,0.00021834,-3.48854
based-hotdog,botdog,Based Hotdog,6.124e-05,59905.0,8.79,,,
ape-man,apeman,Ape Man,1.42589e-07,59853.0,12211.97,2.79435e-07,9.0187e-08,-14.92183
beary,beary,BEARY,6.056e-05,59842.0,2280.48,6.819e-05,5.939e-05,-10.77425
cryptoloots,cloots,CryptoLoots,6.058e-05,59825.0,735.8,6.273e-05,5.855e-05,-3.22021
hiero-terminal,hterm,Hiero Terminal,7.352e-05,59770.0,30.96,7.781e-05,7.356e-05,-4.37052
valentine-floki,toshe,TOSHE,5.94612e-10,59747.0,894.32,6.64758e-10,5.92436e-10,-10.41131
z-l-i,zala,Z△L△ △I,6.541e-05,59633.0,683.45,7.092e-05,6.504e-05,-7.77899
tao-accounting-system,tas,Tao Accounting System,0.00596288,59629.0,48.93,,,
astro-fuel,astro,Astro Fuel,1.42e-06,59574.0,133.66,1.51e-06,1.41e-06,-5.61495
bitcat,bitcat,Bitcat,0.00059573,59565.0,78.55,0.00063571,0.00059606,-5.25489
zapo,zapo,ZAPO AI,5.956e-05,59560.0,16050.61,5.976e-05,5.904e-05,-0.06396
scotcoin-2,scot,Scotcoin,0.00036117,59549.0,233876.0,0.00036202,0.00035943,0.48183
basehoundbot-by-virtuals,$hound,BaseHoundBot by Virtuals,6.37e-05,59478.0,282.61,6.835e-05,6.308e-05,-5.26675
adillo,adillo,Adillo,5.995e-05,59451.0,2741.93,6.169e-05,4.95e-05,19.79891
koru,koru,Koru,0.00012008,59451.0,1686.95,0.00012334,0.00011442,0.9967
toad-2,toad,TOAD,1.41215e-10,59408.0,1782.74,1.52135e-10,1.4084e-10,-6.74127
khaokheowzoo,kheowzoo,khaokheowzoo,5.94e-05,59402.0,126.24,6.391e-05,5.944e-05,-6.34963
routine-coin,rou,Routine Coin,0.00016515,59374.0,13969.52,0.00018795,0.00015113,8.28784
food-for-gaza,ffg,FOOD FOR GAZA,6.028e-05,59308.0,39237.0,8.693e-05,5.16e-05,-28.92434
sanin,sanin,Sanin,1.4077e-07,59221.0,3.48,1.4077e-07,1.4077e-07,0.0
kabosu-on-sol,kabosu,Kabosu on SOL,5.883e-05,59213.0,296.49,6.112e-05,5.817e-05,-3.12158
agent-daredevil,dare,Agent Daredevil,0.00011376,59184.0,257.85,0.00012164,0.00011209,-4.85255
bridged-usdt-immutable-zkevm,usdt,Immutable Toolkit Bridged USDT (Immutable zkEVM),0.99629,59087.0,25801.0,1.015,0.986074,-0.53833
sora-labs,sora,Sora Labs,5.91e-05,59070.0,160.41,6.262e-05,5.882e-05,-5.55839
suibeaver,dam,suibeaver,5.91e-06,59063.0,12.28,,,
mona-arcane,mona,Mona Arcane,5.907e-05,59057.0,2.61,5.978e-05,5.766e-05,-0.82148
snake-wif-hat,sssss,Snake wif Hat,5.703e-05,59023.0,49481.0,7.797e-05,5.403e-05,-24.92391
pedro-2,pedro,Pedro,0.591535,58913.0,1382.87,0.622638,0.591528,-4.99462
party-parrot,parry,Party Parrot,5.891e-05,58906.0,1.95,,,
wrapped-tottenham-hotspur-kayen,wspurs,Wrapped Tottenham Hotspur (Kayen),0.385233,58892.0,1004.38,0.403449,0.379197,-3.41274
zen-ai-2,zenai,Zen AI,5.9e-05,58879.0,1378.72,6.289e-05,5.871e-05,-3.48049
fintrux,ftx,FintruX,0.00070613,58862.0,23.71,0.00072731,0.00070324,-0.01821
doge-on-solana,sdoge,DOGE on Solana,7.159e-05,58839.0,137.71,7.689e-05,7.169e-05,-6.41496
blue-3,blue,Blue,6.075e-05,58759.0,2250.16,6.537e-05,5.714e-05,1.94839
booji,booji,BOOJI,5.827e-05,58651.0,387.4,6.372e-05,5.828e-05,-8.34828
impossible-finance,if,Impossible Finance,0.00581355,58640.0,55.82,0.00608682,0.00580737,-3.68997
clankster,clankster,Clankster,5.87085e-07,58593.0,85.29,6.07208e-07,5.78273e-07,-3.20363
america-party-2,america,america party,5.855e-05,58581.0,2131.58,6.719e-05,5.858e-05,-9.40589
cannabis,cana,CANNABIS,5.853e-05,58527.0,252.94,6.168e-05,5.82e-05,-2.93898
kibble-2,kib,Kibble,0.00188037,58479.0,253652.0,,,
kook,kook,kook,5.847e-05,58471.0,1268.17,6.066e-05,5.578e-05,-2.18249
boom-fun,boom,boom.fun,0.00017085,58453.0,3.83,,,
pinealon,pnl,Pinealon,5.847e-05,58450.0,647.02,6.104e-05,5.617e-05,-3.93114
bao-finance,bao,Bao Finance,7.96144e-07,58399.0,120.01,8.18962e-07,7.91089e-07,-2.42112
automation,auto,automation,5.84874e-07,58352.0,39.04,6.0258e-07,5.62787e-07,-0.50339
smartcash,smart,SmartCash,1.973e-05,58291.0,4.75e-05,2.294e-05,1.965e-05,0.0541
eclipse-fi,eclip,Eclipse Fi,0.00051077,58268.0,4.27,0.00052058,0.00051059,-1.76196
antitoken,anti,Antitoken,5.825e-05,58249.0,14.02,6.183e-05,5.825e-05,-5.07709
muxyai,mai,MuxyAI,8.203e-05,58242.0,68074.0,,,
twiskers,twx,Twiskers,5.823e-05,58226.0,14.37,5.837e-05,5.77e-05,0.32203
guildfi,gf,GuildFi,0.00198221,58080.0,0.899948,,,
fdream,fdream,FDREAM,5.277e-05,58047.0,3086.15,6.28e-05,4.15e-05,-15.92816
corn-bridged-usdc-corn,usdc.e,Corn Bridged USDC (Corn),0.999659,58046.0,206.93,1.009,0.995682,-0.00465
hamster-wheel-breaker,breaker,Hamster Wheel Breaker,5.806e-05,58028.0,5.52,6.108e-05,5.809e-05,-3.57234
zenith-3,zen,Zenith,5.797e-05,57971.0,1.74,,,
pisscoin-2,pisscoin,Pisscoin,5.788e-05,57878.0,1411.97,6.121e-05,5.78e-05,-3.27268
baby-hippo,babyhippo,BABY HIPPO,1.3772e-13,57842.0,42.2,1.47128e-13,1.37492e-13,-5.28716
mooncoin-3,mooncoin,Mooncoin,5.787e-05,57820.0,3816.89,5.88e-05,5.063e-05,7.91258
neiro-4,neiro,Neiro,1.37395e-10,57801.0,15.32,,,
army,army,ARMY,1.926e-05,57664.0,14.16,2.038e-05,1.922e-05,-5.25679
valentine,valentine,Valentine,5.765e-05,57628.0,179.59,5.995e-05,5.704e-05,-0.02385
lets-get-this-bread,lgtb,Lets Get This Bread,5.76e-06,57602.0,5.53,6.29e-06,5.76e-06,-5.17472
we-love-legs,legs,We Love Legs,5.751e-05,57510.0,12765.43,8.961e-05,5.467e-05,-34.83694
blade-2,blade,Blade,0.01138822,57486.0,16701.01,0.01242259,0.01138823,-8.12506
zero-exchange,zero,0.exchange,0.00015328,57472.0,51.81,0.00015654,0.00015095,-2.05901
muttski-2,woof,Muttski,5.219e-12,57409.0,14.17,5.442e-12,5.165e-12,-4.0925
smokingchickenfisheth,scf,Smoking Chicken Fish,5.728e-05,57281.0,37.84,5.947e-05,5.645e-05,-3.68421
wrapped-juventus-kayen,wjuv,Wrapped Juventus (Kayen),0.985537,57274.0,7717.22,1.084,0.97768,-5.26342
bitsolara,btslr,Bitsolara,5.723e-05,57226.0,22054.0,9.804e-05,5.382e-05,-20.85423
maga-pepe-2,mape,MAGA Pepe,1.35996e-07,57212.0,147.04,1.38722e-07,1.3217e-07,-1.63626
fisttrumppump,ftp,Fisttrumppump,0.057203,57203.0,233.25,0.060452,0.05708,-5.26297
burncoin,burn,Burncoin,2.561e-05,57188.0,1.25,,,
gunstar-metaverse,gsts,Gunstar Metaverse,0.00017012,57173.0,1696.59,0.00017397,0.00017012,-2.19341
dogs-of-elon,doe,Dogs of Elon,0.00016325,57166.0,12.2,0.00016934,0.00016008,-3.58231
oddsnotify,odds,OddsNotify,0.00011428,57139.0,503.25,0.00012055,0.00011209,-4.93015
fade-wallet-token,fwt,Fade Wallet Token,0.00013322,57137.0,187.33,0.00013638,0.00013076,-2.31398
lithium-finance,lith,Lithium Finance,6.29e-06,57054.0,488.72,6.94e-06,6.28e-06,-8.93534
wolfwifballz,ballz,WolfWifBallz,5.702e-05,57020.0,4.66,5.899e-05,5.561e-05,-2.85165
wrapped-arsenal-fc-kayen,wafc,Wrapped Arsenal FC (Kayen),0.358441,56918.0,2215.33,0.372543,0.354353,-2.32573
bitcoin-act,btcact,BITCOIN Act,0.0056867,56867.0,34.13,,,
let-that-sink-in,sink,Let that sink in,7.071e-05,56863.0,48130.0,7.252e-05,6.956e-05,-0.55614
inusol,inu,INU,5.686e-05,56854.0,1981.9,6.041e-05,5.485e-05,-0.74858
citadel-one,xct,Citadel.one,0.00033456,56780.0,10.25,0.0003362,0.00033382,0.06427
grok-companions,jarvis,Grok Companions,5.676e-05,56757.0,31.16,5.894e-05,5.593e-05,-3.66841
runes-x-bitcoin,✖,RUNES•X•BITCOIN,2.70124e-07,56726.0,51350.0,2.70188e-07,2.60015e-07,3.88365
janro-the-rat,janro,Janro The Rat,5.673e-05,56724.0,8.5,,,
cave,cave,CaveWorld,0.01225249,56723.0,673.19,0.01231095,0.01123317,7.63347
no1-tiktok-frog-omochi,omochi,No1 tiktok frog (Omochi),5.662e-05,56599.0,13.54,6.034e-05,5.665e-05,-5.05436
vainguard,vain,Vainguard,5.66e-05,56565.0,8.58,5.957e-05,5.513e-05,-2.84507
dont-coin,dont,DONT coin,5.656e-05,56553.0,7.54,,,
dante,dgpu,Dante,5.656e-05,56553.0,311.16,6.103e-05,5.659e-05,-6.86793
tajcoin,taj,TajCoin,0.00162809,56551.0,20.92,0.00185977,0.00161078,0.68186
ginnan-neko,ginnan,Ginnan Neko,5.651e-11,56510.0,16.59,,,
jack-potts-by-virtuals,jack,Jack Potts by Virtuals,0.00010525,56486.0,43.23,0.00011055,0.00010288,-3.14101
flokifork,fork,FlokiFork,5.9e-09,56477.0,59110.0,7.859e-09,5.854e-09,-3.70629
don-t-die,dontdie,Don't Die,5.648e-05,56446.0,1.7,5.883e-05,5.564e-05,-3.9909
america-is-back,aib,AMERICA IS BACK,5.648e-05,56428.0,2.56,5.988e-05,5.65e-05,-5.07334
rizzmaseve,rizzmaseve,RizzmasEve,5.653e-05,56415.0,317.62,5.986e-05,5.618e-05,-4.98092
betly,betly,Betly,5.82e-05,56412.0,7350.91,8.004e-05,5.535e-05,-25.13689
the-rugcoon,rugga,The RugCoon,5.646e-05,56403.0,77.91,5.864e-05,5.552e-05,-3.01506
ropirito,ropirito,Ropirito,5.638e-05,56359.0,20.6,5.986e-05,5.641e-05,-5.52548
wrapped-flamengo-kayen,wmengo,Wrapped Flamengo (Kayen),0.120009,56237.0,4515.38,0.129036,0.119099,-4.83696
farm,farm,FARM,5.623e-05,56219.0,30.28,,,
onering,ring,OneRing,0.00825672,56188.0,5237.49,0.00892029,0.00815816,-4.0591
prick,prick,Prick,5.619e-05,56188.0,2.94,5.837e-05,5.503e-05,-3.72678
tapestry-ai,taps,Tapestry AI,0.00011101,56148.0,84.43,0.00011839,0.00011105,-5.99854
newt,newt,Newt,0.00267297,56132.0,114.57,0.00274401,0.00257456,-1.23041
air-coin,空气币 /,air coin,5.62e-05,56120.0,8849.03,6.029e-05,3.758e-05,45.3358
azuki,azuki,Azuki,0.00220608,56094.0,44.43,0.00225438,0.00200144,3.05285
goon,goon,GOON,5.6e-06,55930.0,63.2,5.94e-06,5.61e-06,-5.14466
paccoin,pac,PAC Protocol,3.2e-06,55908.0,3.533e-05,,,
coin6900,coin,Coin6900,5.765e-05,55883.0,124.59,6.007e-05,5.638e-05,-3.99254
dejitaru-hoshi,hoshi,Dejitaru Hoshi,5.585e-05,55846.0,2.85,5.787e-05,5.541e-05,-3.50019
cto-harambe,harambe,CTO Harambe,5.58287e-10,55829.0,13.98,5.851e-10,5.55126e-10,-4.54156
crunchcat,crunch,Crunchcat,5.573e-05,55726.0,21.73,,,
baby-grok-4,baby grok,baby grok,5.562e-05,55654.0,623.92,6.131e-05,5.553e-05,-8.83095
assimilate,sim,Assimilate,0.00068795,55647.0,1727.0,0.00073272,0.00068523,-4.57449
we-love-pussy,pussy,We Love Pussy,5.561e-05,55601.0,67.71,5.904e-05,5.564e-05,-5.43698
mao,mao,mao,5.516e-05,55521.0,864.26,5.899e-05,5.523e-05,-6.48192
saitoshi-by-virtuals,sai,Saitoshi by Virtuals,5.563e-05,55467.0,826.43,5.712e-05,5.317e-05,-1.3583
castle-of-blackwater,cobe,Castle Of Blackwater,0.00744359,55460.0,65327.0,0.00901309,0.00736092,-16.78904
mona-cat,mona,Mona,0.00647236,55450.0,21.65,0.00675021,0.0063915,-3.44287
nikita-by-virtuals,nikita,NIKITA by Virtuals,5.552e-05,55372.0,5.27,5.806e-05,5.407e-05,-2.73922
0-knowledge-network,0kn,0 Knowledge Network,6.92e-06,55309.0,5.4,,,
spectre-network,spr,Spectre,0.0001227,55307.0,3802.63,0.00014105,0.00011492,3.91752
doge-mascot-shibu,shibu,Doge Mascot Shibu,5.531e-05,55300.0,9.84,5.889e-05,5.534e-05,-4.97034
tariff,tariff,TARIFF,5.527e-05,55266.0,15.51,,,
satt,satt,SaTT,1.3e-05,55261.0,29.42,1.541e-05,1.3e-05,-13.31327
rainbow-bridged-dai-aurora,dai,Rainbow Bridged DAI (Aurora),0.990163,55226.0,111.8,1.016,0.975242,-0.34064
absglorp,glorp,ABSGLORP,5.55e-05,55132.0,148.15,5.783e-05,5.479e-05,-3.98095
yskaela,yska,yskaela,5.514e-05,55131.0,10676.3,6.106e-05,5.079e-05,-0.04349
buy-and-retire,401k,buy and retire,5.52e-05,55124.0,6869.85,6.18e-05,4.952e-05,9.80199
his-name-gort,gort,His name gort,5.512e-05,55119.0,80.99,5.662e-05,5.389e-05,-2.38628
auralex-ai,aura,Auralex AI,5.512e-05,55115.0,291.84,,,
primal-b3099cd0-995a-4311-80d5-9c133153b38e,primal,PRIMAL,1.911e-05,55101.0,18753.91,2.014e-05,1.909e-05,-2.25094
le-bleu-elefant,bleu,Le Bleu Elefant,5.529e-05,55085.0,845.72,6.28e-05,5.509e-05,-11.73893
dogei,dogei,Dogei,1.30899e-07,55068.0,46.25,1.35033e-07,1.28275e-07,-3.0194
world-series-of-degens,wsod,World Series of Degens,5.503e-05,55032.0,897.57,6.252e-05,5.473e-05,-11.3255
degen-arena,degen,Degen Arena,1.30676e-10,54955.0,144.9,1.3334e-10,1.27042e-10,-1.8807
cyber-arena,cat,Cyber Arena,3.176e-05,54937.0,406.74,3.438e-05,3.176e-05,-7.62381
finger-monkeys,fmt,Finger Monkeys,8.449e-05,54936.0,809.63,8.904e-05,7.721e-05,3.3979
kakaxa,kakaxa,Kakaxa,0.0005524,54917.0,5.56,0.0005524,0.0005524,0.0
joeing737,jeoing737,Joeing737,5.482e-05,54817.0,5.68,5.693e-05,5.453e-05,-3.21647
madlad,mad,MADLAD,5.651e-05,54794.0,14.18,6.026e-05,5.653e-05,-5.15034
baby-neiro-token,babyneiro,Baby Neiro Token,1.30135e-07,54747.0,18.07,1.34603e-07,1.28248e-07,-2.76722
pipcat,pipcat,PIPCAT,5.442e-05,54740.0,3616.66,6.474e-05,5.193e-05,-15.93589
ceiling-cat,ceicat,Ceiling Cat,5.474e-05,54717.0,275.37,5.702e-05,5.392e-05,-3.50498
remilia,remilia,Remilia,5.475e-05,54714.0,15.17,5.826e-05,5.475e-05,-5.20365
rizon,atolo,RIZON,2.355e-05,54648.0,16624.93,,,
strawberry-elephant,صباح الفر,Strawberry Elephant,0.058366,54636.0,8.14,,,
lok,lok,LOK,5.462e-05,54615.0,28.77,5.665e-05,5.446e-05,-2.16135
dogecola,colana,COLANA,0.00054226,54577.0,2.87,0.00057485,0.00054227,-5.52366
wrapped-aptos-universal,uapt,Wrapped Aptos (Universal),3.84,54533.0,726.93,4.13,3.84,-6.73144
protoken,pro,Protoken,5.448e-05,54476.0,54.23,5.776e-05,5.448e-05,-5.16052
arcona,arcona,Arcona,0.00358553,54434.0,810.85,0.00502897,0.00352453,-28.70251
solfarm,tulip,Tulip Protocol,0.03484823,54417.0,259.22,0.03508817,0.03176163,7.30521
kogin-by-virtuals,kogin,Kogin by Virtuals,6.047e-05,54396.0,1195.22,6.624e-05,6.023e-05,-7.09035
dogwithshdz,shdz,dogwithSHDZ,5.434e-05,54340.0,23.54,,,
dom,dom,DOM,5.433e-05,54334.0,1805.13,6.916e-05,5.417e-05,-20.25493
levia_us,lev,Levia_us,5.433e-05,54326.0,1.84,,,
robot-2,robot,ROBOT,5.432e-05,54320.0,6.98,5.432e-05,5.432e-05,0.0
terminal-of-fun,fun,terminal of fun,5.574e-05,54247.0,6.88,5.942e-05,5.577e-05,-5.01622
meowcat-2,meow,MeowCat,0.00054247,54247.0,1.89,0.00060473,0.00054221,-10.29557
robin-rug,rug,Robin Rug,5.418e-05,54197.0,328.7,5.62e-05,5.316e-05,-2.71442
divinely-protected,dp,Divinely Protected,5.45e-05,54178.0,107.89,6.229e-05,5.45e-05,-12.31979
pine,pine,Pine,0.00247346,54174.0,18732.57,0.00253901,0.00239328,2.8021
anime-token,ani,Anime,0.00089255,54120.0,888.63,0.00101304,0.00089032,-10.57373
sydney,sydney,Sydney,5.409e-05,54046.0,24.13,5.765e-05,5.416e-05,-4.88997
depins,depins,DePINs,3.47e-06,54032.0,2.4,3.49e-06,3.46e-06,-0.4148
elawn-moosk,moosk,Elawn Moosk,5.401e-05,54007.0,186.52,5.893e-05,5.408e-05,-6.35109
club-atletico-independiente,cai,Club Atletico Independiente Fan Token,0.03750137,53958.0,513.89,0.03828164,0.03638536,1.55189
defusion,def,deFusion,0.00057307,53931.0,1.63,0.00060362,0.00055893,-3.19202
yee-2,yee,Yee,5.582e-05,53925.0,234.3,6.018e-05,5.585e-05,-6.39697
